Model,Capacity,NAND Type,Format,Interface,Released,Controller,DRAM,Product URL
ADATA Falcon,256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,RTS5762DL,HMB,https://www.techpowerup.com/ssd-specs/adata-falcon-1-tb.d138
ADATA Legend 840,512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5220,HMB,https://www.techpowerup.com/ssd-specs/adata-legend-840-1-tb.d611
ADATA Legend 850 (SM2269XT + Micron B47R),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/adata-legend-850-1-tb.d1553
ADATA Legend 850 (SM2269XT + YMTC CDT1B),1 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/adata-legend-850-1-tb.d1559
ADATA Legend 850 Lite,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/adata-legend-850-lite-1-tb.d1714
ADATA Legend 960,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,SM2264F,Yes,https://www.techpowerup.com/ssd-specs/adata-legend-960-1-tb.d988
ADATA Legend 960 Max,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,SM2264F,Yes,https://www.techpowerup.com/ssd-specs/adata-legend-960-max-1-tb.d1176
ADATA Legend 970,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/adata-legend-970-1-tb.d1550
ADATA Legend 970 Pro,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,IG5666,Yes,https://www.techpowerup.com/ssd-specs/adata-legend-970-pro-1-tb.d2125
ADATA Premium SSD for PS5,512 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/adata-premium-ssd-for-ps5-1-tb.d1349
ADATA Project NeonStorm,1 TB,Unknown,M.2 2280,PCIe 5.0 x4,2023,IG5666,Yes,https://www.techpowerup.com/ssd-specs/adata-project-neonstorm-1-tb.d1496
ADATA Project Nightbird,1 TB,TLC,M.2 2280,PCIe 5.0 x4,2022,IG5666,Yes,https://www.techpowerup.com/ssd-specs/adata-project-nightbird-1-tb.d619
ADATA SE900G (Samsung V4),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/adata-se900g-1-tb.d1136
ADATA SE900G (SpecTek B27A),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/adata-se900g-1-tb.d1133
ADATA Swordfish,250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,RTS5763DL,HMB,https://www.techpowerup.com/ssd-specs/adata-swordfish-1-tb.d143
ADATA Ultimate SU630 (MAS0902 + SpecTek N18A),240 GB 480 GB 960 GB 1.9 TB 3.8 TB,QLC,2.5,SATA 6 Gbps,2018,MAS0902A-B2C,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su630-960-gb.d276
ADATA Ultimate SU630 (SM2259XT + SpecTek N18A),240 GB 480 GB 960 GB 1.9 TB 3.8 TB,QLC,2.5,SATA 6 Gbps,2021,SM2259XT,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su630-960-gb.d996
ADATA Ultimate SU650 (MAS0902 + Micron B0KB),960 GB 1.9 TB,TLC,2.5,SATA 6 Gbps,2018,MAS0902A-B2C,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-960-gb.d266
ADATA Ultimate SU650 (MAS0902 + Micron B27A),240 GB,TLC,2.5,SATA 6 Gbps,2020,MAS0902A-B2C,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-240-gb.d1565
ADATA Ultimate SU650 (RTS5735DLQ + SK Hynix V7),240 GB,TLC,2.5,SATA 6 Gbps,2023,RTS5735DLQ,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-240-gb.d1678
ADATA Ultimate SU650 (RTS5735DLQ + YMTC CDT1B),512 GB,TLC,2.5,SATA 6 Gbps,2021,RTS5735DLQ,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-512-gb.d1767
ADATA Ultimate SU650 (SM2258XT + Micron B0KB),60 GB 120 GB 240 GB 480 GB,TLC,2.5,SATA 6 Gbps,2018,SM2258XT,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-480-gb.d238
ADATA Ultimate SU650 (SM2258XT + Micron B16A),60 GB 120 GB 240 GB 480 GB,TLC,2.5,SATA 6 Gbps,2019,SM2258XT,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-480-gb.d1002
ADATA Ultimate SU650 (SM2258XT + Samsung V4),60 GB 120 GB 240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2018,SM2258XT,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-960-gb.d1007
ADATA Ultimate SU650 (SM2259XT2 + Intel N38A),240 GB,QLC,2.5,SATA 6 Gbps,2022,SM2259XT2,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su650-240-gb.d1564
ADATA Ultimate SU720,500 GB 1 TB 2 TB,Unknown,2.5,SATA 6 Gbps,2020,Unknown,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su720-1-tb.d233
ADATA Ultimate SU750,256 GB 512 GB 1 TB,TLC,2.5,SATA 6 Gbps,2019,RTS5733DMQ,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su750-1-tb.d229
ADATA Ultimate SU760,256 GB 512 GB 1 TB,Unknown,2.5,SATA 6 Gbps,2016,RTS5733DMQ,No,https://www.techpowerup.com/ssd-specs/adata-ultimate-su760-1-tb.d225
ADATA Ultimate SU800 (Micron B0KB),128 GB 256 GB 512 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2016,SM2258H,Yes,https://www.techpowerup.com/ssd-specs/adata-ultimate-su800-1-tb.d185
ADATA Ultimate SU800 (Samsung V4),128 GB 256 GB 512 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2021,SM2258H,Yes,https://www.techpowerup.com/ssd-specs/adata-ultimate-su800-1-tb.d1011
ADATA Ultimate SU900,128 GB 256 GB 512 GB 1 TB 2 TB,MLC,2.5,SATA 6 Gbps,2016,SM2258H,Yes,https://www.techpowerup.com/ssd-specs/adata-ultimate-su900-1-tb.d180
AMD Radeon R5 (SM2259XT2 + Kioxia BiCS5),256 GB,TLC,2.5,SATA 6 Gbps,Unknown,SM2259XT2,No,https://www.techpowerup.com/ssd-specs/amd-radeon-r5-256-gb.d1358
AMD Radeon R7,240 GB,MLC,2.5,SATA 6 Gbps,2014,Barefoot 3 M00,Yes,https://www.techpowerup.com/ssd-specs/amd-radeon-r7-240-gb.d1778
ASUS ROG Ally SSD (Micron 2400),512 GB,QLC,M.2 2230,PCIe 4.0 x4,2022,SM2269XT,HMB,https://www.techpowerup.com/ssd-specs/asus-rog-ally-ssd-512-gb.d1560
ASUS ROG Ally SSD (WD SN740),512 GB 1 TB,TLC,M.2 2230,PCIe 4.0 x4,2022,WD 20-82-10081,HMB,https://www.techpowerup.com/ssd-specs/asus-rog-ally-ssd-1-tb.d1455
ASUS ROG RAIDR Express,240 GB,MLC,Add-In Card,PCIe 2.0 x2,2013,SF-2281,No,https://www.techpowerup.com/ssd-specs/asus-rog-raidr-express-240-gb.d1306
Acer FA100 (Micron B27B),128 GB 256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,IG5216,HMB,https://www.techpowerup.com/ssd-specs/acer-fa100-1-tb.d333
Acer FA100 (Micron B47R),128 GB 256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,IG5216,HMB,https://www.techpowerup.com/ssd-specs/acer-fa100-1-tb.d978
Acer FA200,500 GB 1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/acer-fa200-1-tb.d1920
Acer GM3500,512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/acer-gm3500-1-tb.d710
Acer Predator GM7 (YMTC CDT2A X3-9060),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/acer-predator-gm7-1-tb.d1313
Acer Predator GM7 (YMTC EET1A X3-9070),1 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/acer-predator-gm7-1-tb.d1344
Acer Predator GM7000,4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/acer-predator-gm7000-4-tb.d1223
Acer Predator GM7000 (IG5236 + Micron B27B),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/acer-predator-gm7000-1-tb.d330
Acer Predator GM7000 (IG5236 + Micron B47R),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/acer-predator-gm7000-1-tb.d1234
Acer SA100,240 GB 480 GB 960 GB 1.9 TB,QLC,2.5,SATA 6 Gbps,2021,MAS0902A-B2C,No,https://www.techpowerup.com/ssd-specs/acer-sa100-960-gb.d1075
Addlink A90,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/addlink-a90-1-tb.d1093
Addlink A92,1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2021,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/addlink-a92-1-tb.d1096
Addlink A93,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/addlink-a93-1-tb.d1610
Addlink A95,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/addlink-a95-1-tb.d1099
Addlink NAS D60,960 GB 1.9 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,Phison E18DC,Yes,https://www.techpowerup.com/ssd-specs/addlink-nas-d60-960-gb.d2183
Addlink S70,256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/addlink-s70-1-tb.d345
Addlink S90,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/addlink-s90-1-tb.d343
Addlink S90 Lite,512 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/addlink-s90-lite-1-tb.d1440
Addlink S91 (Phison E21T + Kioxia BiCS5),512 GB,TLC,M.2 2230,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/addlink-s91-512-gb.d1547
Addlink S91 (Phison E21T + Micron N48R),1 TB 2 TB,QLC,M.2 2230,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/addlink-s91-1-tb.d1546
Addlink S95,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2020,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/addlink-s95-1-tb.d342
Addlink X70 RGB,256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/addlink-x70-rgb-1-tb.d338
Aigo SMI70,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,SM2268XT,No,https://www.techpowerup.com/ssd-specs/aigo-smi70-1-tb.d1964
Anaconda i3 (MAP1202 + SK Hynix V7 512Gb),256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,HMB,https://www.techpowerup.com/ssd-specs/anaconda-i3-1-tb.d1953
Anaconda i3 (Phison E12S + Micron B27B),1 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,MAP1202A-F1C,Yes,https://www.techpowerup.com/ssd-specs/anaconda-i3-1-tb.d1956
Anaconda i4-X Fiery Serpent,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/anaconda-i4-x-fiery-serpent-1-tb.d2003
Aorus Gen4 7000s Premium SSD (E18 + B27B),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-7000s-premium-ssd-1-tb.d406
Aorus Gen4 7000s Premium SSD (E18 + B47R),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-7000s-premium-ssd-1-tb.d900
Aorus Gen4 7000s SSD (E18 + B27B),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-7000s-ssd-1-tb.d404
Aorus Gen4 7000s SSD (E18 + B47R),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-7000s-ssd-1-tb.d898
Aorus Gen4 7300,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-7300-1-tb.d1319
Aorus Gen4 AIC SSD,2 TB,TLC,Add-In Card,PCIe 4.0 x16,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-aic-ssd-2-tb.d794
Aorus Gen4 SSD,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-ssd-1-tb.d398
Aorus Gen4 SSD (v2),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen4-ssd-v2-1-tb.d401
Aorus Gen5 12000,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/aorus-gen5-12000-1-tb.d1608
Aorus RAID SSD,2 TB,TLC,Add-In Card,PCIe 3.0 x8,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/aorus-raid-ssd-2-tb.d602
Aorus RGB AIC NVMe SSD,512 GB 1 TB,TLC,Add-In Card,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/aorus-rgb-aic-nvme-ssd-1-tb.d816
Aorus RGB SSD (Kioxia BiCS3),256 GB 512 GB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/aorus-rgb-ssd-512-gb.d976
Aorus RGB SSD (Micron B27A),256 GB 512 GB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/aorus-rgb-ssd-512-gb.d395
Apacer AS2280P4U Pro (MAP1202 + SK Hynix V6 512Gb),256 GB,TLC,M.2 2280,PCIe 3.0 x4,2021,MAP1202A-F1C,Yes,https://www.techpowerup.com/ssd-specs/apacer-as2280p4u-pro-256-gb.d1985
Apacer AS2280P4U Pro (Phison E12S + Unkown TLC),256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/apacer-as2280p4u-pro-1-tb.d1107
Apacer AS2280Q4,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/apacer-as2280q4-1-tb.d1104
Apacer AS2280Q4U (MAP1602 + YMTC EET1A),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/apacer-as2280q4u-1-tb.d1615
Apacer AS2280Q4U (Phison E18 + Micron B47R),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/apacer-as2280q4u-1-tb.d1101
Apacer Endurance NAS PPSS25,256 GB 512 GB,TLC,2.5,SATA 6 Gbps,2022,Phison S11,No,https://www.techpowerup.com/ssd-specs/apacer-endurance-nas-ppss25-512-gb.d2178
Apple Macbook Air M2,256 GB,Unknown,Embedded,PCIe 3.0 x4,2022,Air M2,Yes,https://www.techpowerup.com/ssd-specs/apple-macbook-air-m2-256-gb.d1412
Apple iMac M1 24 inch,256 GB,Unknown,Embedded,Unknown,2021,M1,Yes,https://www.techpowerup.com/ssd-specs/apple-imac-m1-24-inch-256-gb.d1416
Asgard AN3+,512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2018,STAR1000P,Yes,https://www.techpowerup.com/ssd-specs/asgard-an3-1-tb.d350
Asgard AN3.0,512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,MAP1202A-F1C,HMB,https://www.techpowerup.com/ssd-specs/asgard-an3-0-1-tb.d1045
Asgard AN4,1 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/asgard-an4-1-tb.d349
Asgard AN4+,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/asgard-an4-1-tb.d1489
Asura Genesis Xtreme,256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/asura-genesis-xtreme-1-tb.d353
Ayaneo 2,1 TB,QLC,M.2 2280,PCIe 3.0 x4,2023,RTS5765DL,HMB,https://www.techpowerup.com/ssd-specs/ayaneo-2-1-tb.d1885
Biostar M700 (Micron B16A),512 GB,TLC,M.2 2280,PCIe 3.0 x4,2019,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/biostar-m700-512-gb.d357
Biostar M700 (Micron B17A),256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/biostar-m700-1-tb.d358
Biostar M700 (Spectek B17A),256 GB,TLC,M.2 2280,PCIe 3.0 x4,2019,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/biostar-m700-256-gb.d356
Biwin NV7400,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/biwin-nv7400-1-tb.d2087
Biwin X570,2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,MAP1806A,Yes,https://www.techpowerup.com/ssd-specs/biwin-x570-2-tb.d2028
Colorful CN700,512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/colorful-cn700-1-tb.d1181
Corsair MP300,120 GB 240 GB 480 GB 960 GB,TLC,M.2 2280,PCIe 3.0 x2,2018,Phison E8,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp300-960-gb.d387
Corsair MP400,1 TB 2 TB 4 TB 8 TB,QLC,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp400-1-tb.d380
Corsair MP510 (Kioxia BiCS3),240 GB 480 GB 960 GB 1.9 TB,TLC,M.2 2280,PCIe 3.0 x4,2016,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp510-960-gb.d377
Corsair MP510 (Kioxia BiCS4),3.8 TB,TLC,M.2 2280,PCIe 3.0 x4,2016,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp510-3-8-tb.d379
Corsair MP600,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-1-tb.d373
Corsair MP600 CORE,1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2021,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-core-1-tb.d369
Corsair MP600 Core Mini (Phison E21T + Micron N48R),2 TB,QLC,M.2 2230,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-core-mini-2-tb.d1797
Corsair MP600 Core XT,1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-core-xt-1-tb.d1458
Corsair MP600 Elite,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-elite-1-tb.d1913
Corsair MP600 Elite (w/ Heatsink),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-elite-w-heatsink-1-tb.d1911
Corsair MP600 GS,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-gs-1-tb.d1164
Corsair MP600 Mini,1 TB 2 TB,TLC,M.2 2230,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-mini-1-tb.d2018
Corsair MP600 Mini (Phison E21T + Micron B47R),1 TB,TLC,M.2 2230,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp600-mini-1-tb.d1461
Corsair MP600 PRO,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-1-tb.d366
Corsair MP600 PRO XT,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-xt-1-tb.d361
Corsair MP600 PRO XT (Phison E18 + Kioxia BiCS5),8 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-xt-8-tb.d1056
Corsair MP600 PRO XT Hydro X,2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-xt-hydro-x-2-tb.d363
Corsair MP600 Pro Hydro X,2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-hydro-x-2-tb.d364
Corsair MP600 Pro LPX (Kioxia BiCS5 TLC 512Gb),2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-lpx-2-tb.d2266
Corsair MP600 Pro LPX (Micron TLC B47R 512Gb),500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-lpx-1-tb.d617
Corsair MP600 Pro NH (Phison E18 + Kioxia BiCS5),2 TB 8 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-nh-2-tb.d1554
Corsair MP600 Pro NH (Phison E18 + Micron B47R),500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp600-pro-nh-1-tb.d1158
Corsair MP700,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp700-1-tb.d1469
Corsair MP700 Elite,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E31T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp700-elite-1-tb.d2237
Corsair MP700 Elite (w/ Heatsink),1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E31T,HMB,https://www.techpowerup.com/ssd-specs/corsair-mp700-elite-w-heatsink-1-tb.d2239
Corsair MP700 Pro,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp700-pro-1-tb.d1782
Corsair MP700 Pro (w/ Heatsink),1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp700-pro-w-heatsink-1-tb.d1780
Corsair MP700 Pro Hydro X,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp700-pro-hydro-x-2-tb.d1783
Corsair MP700 Pro SE,2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp700-pro-se-2-tb.d1997
Corsair MP700 Pro SE Hydro X,2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/corsair-mp700-pro-se-hydro-x-2-tb.d1999
Crucial BX100,120 GB 250 GB 500 GB 1 TB,MLC,2.5,SATA 6 Gbps,2014,SM2246EN,Yes,https://www.techpowerup.com/ssd-specs/crucial-bx100-1-tb.d105
Crucial BX200,240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2015,SM2256G,Yes,https://www.techpowerup.com/ssd-specs/crucial-bx200-960-gb.d101
Crucial BX300,120 GB 240 GB 480 GB,MLC,2.5,SATA 6 Gbps,2017,SM2258H,Yes,https://www.techpowerup.com/ssd-specs/crucial-bx300-480-gb.d98
Crucial BX500 (Micron B16A),240 GB 480 GB,TLC,2.5,SATA 6 Gbps,2018,SM2258XT,No,https://www.techpowerup.com/ssd-specs/crucial-bx500-480-gb.d92
Crucial BX500 (Micron B17A),120 GB 240 GB 480 GB 960 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2018,SM2259XT,No,https://www.techpowerup.com/ssd-specs/crucial-bx500-1-tb.d94
Crucial BX500 (Micron B27A),240 GB 480 GB 960 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2018,SM2259XT,No,https://www.techpowerup.com/ssd-specs/crucial-bx500-1-tb.d960
Crucial BX500 (Micron B37R),240 GB 480 GB 960 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2018,SM2259XT,No,https://www.techpowerup.com/ssd-specs/crucial-bx500-1-tb.d967
Crucial BX500 (Micron B47R),240 GB,TLC,2.5,SATA 6 Gbps,2018,SM2259XT,No,https://www.techpowerup.com/ssd-specs/crucial-bx500-240-gb.d1477
Crucial BX500 (Micron N18A),1 TB 2 TB,QLC,2.5,SATA 6 Gbps,2018,SM2259XT,No,https://www.techpowerup.com/ssd-specs/crucial-bx500-1-tb.d962
